wbid,wbtype,uid,batch
4165226130172833,comment,1220407074,2
4165226130172833,comment,1220407074,2
4168963895884419,comment,1220407074,2
4168963895884419,comment,6023677481,2
4168963895884419,comment,2097453085,2
4168963895884419,comment,5096238344,2
4168963895884419,comment,2187509513,2
4168963895884419,comment,1799814494,2
4168963895884419,comment,1220407074,2
4168963895884419,comment,1220407074,2
4168963895884419,comment,3290508232,2
4168963895884419,comment,1957954904,2
4168963895884419,comment,5453456467,2
4168963895884419,comment,3956602491,2
4168963895884419,comment,5453456467,2
4168963895884419,comment,3689344212,2
4168963895884419,comment,6020873224,2
4168963895884419,comment,1924571650,2
4168963895884419,comment,5574304890,2
4168963895884419,comment,1220407074,2
4168963895884419,comment,2653044593,2
4168963895884419,comment,1878650541,2
4168963895884419,comment,2393590791,2
4168963895884419,comment,5138105621,2
4168963895884419,comment,2972308132,2
4168963895884419,comment,1381012365,2
4168963895884419,comment,5565283232,2
4168963895884419,comment,2114247590,2
